Date,Close,High,Low,Open,Volume,% Change,7d MA
2024-09-26,245.39999389648438,245.89999389648438,244.4250030517578,244.8249969482422,5583,,
2024-09-27,247.0749969482422,248.625,246.60000610351562,247.375,3836,0.6825603477660813,
2024-09-30,246.1999969482422,247.77499389648438,245.6999969482422,246.0749969482422,2181,-0.3541434830750201,
2024-10-01,246.14999389648438,247.5500030517578,245.1999969482422,246.3000030517578,2565,-0.020309931916173696,
2024-10-02,249.72500610351562,249.8000030517578,246.14999389648438,246.14999389648438,3021,1.452371438422495,
2024-10-03,248.97500610351562,250.1750030517578,247.6999969482422,249.5,2455,-0.3003303560593862,
2024-10-04,249.625,249.89999389648438,248.0749969482422,248.97500610351562,1744,0.2610679307360364,247.59285627092635
2024-10-07,248.85000610351562,250.0500030517578,248.5,249.85000610351562,2880,-0.3104632534739582,248.0857151576451
2024-10-08,250.3249969482422,250.625,248.52499389648438,249.14999389648438,1567,0.5927228485230529,248.5500008719308
2024-10-09,249.27499389648438,250.8000030517578,248.39999389648438,250.8000030517578,1850,-0.41945593311039087,248.9892861502511
2024-10-10,250.27499389648438,250.47500610351562,248.10000610351562,248.97500610351562,1486,0.4011633836064954,249.57857186453683
2024-10-11,249.75,250.64999389648438,249.5,250.47500610351562,1626,-0.2097668202127756,249.58214242117745
2024-10-14,249.125,250.6750030517578,248.85000610351562,249.85000610351562,1448,-0.25025025025025016,249.60357012067522
2024-10-15,246.52499389648438,249.125,246.27499389648438,249.125,2400,-1.0436552347278027,249.16071210588728
2024-10-16,246.10000610351562,247.3000030517578,245.6999969482422,246.3249969482422,1372,-0.17239136131860233,248.76785496303015
2024-10-17,246.72500610351562,247.9250030517578,245.8000030517578,246.8000030517578,1651,0.25396179784615835,248.25357055664062
2024-10-18,248.3249969482422,248.875,247.125,247.125,888,0.6484915615141418,248.11785670689173
2024-10-21,247.5749969482422,248.875,247.125,247.125,983,-0.30202356154919174,247.73214285714286
2024-10-22,249.4250030517578,249.625,247.89999389648438,248.14999389648438,1271,0.7472507831242758,247.6857147216797
2024-10-23,248.5749969482422,249.85000610351562,248.0500030517578,248.75,1038,-0.34078624561116877,247.60714285714286
2024-10-24,249.39999389648438,249.77499389648438,248.39999389648438,248.6999969482422,677,0.3318905595376398,248.01785714285714
2024-10-25,249.625,249.9499969482422,248.5,249.4499969482422,1069,0.0902189691347921,248.52142769949776
2024-10-28,250.0749969482422,250.1999969482422,249.0,249.25,761,0.18026918307147977,248.99999782017298
2024-10-29,250.02499389648438,250.4250030517578,249.6999969482422,250.1999969482422,1043,-0.01999522238049778,249.24285452706474
2024-10-30,250.9499969482422,250.97500610351562,249.39999389648438,249.72500610351562,889,0.3699642333121256,249.7249973842076
2024-10-31,251.97500610351562,252.0500030517578,251.3000030517578,251.3000030517578,3267,0.4084515512007947,250.0892835344587
2024-11-01,246.875,247.5,243.64999389648438,246.0,3319,-2.0240126917272283,249.84642682756697
2024-11-04,246.35000610351562,247.0749969482422,245.52499389648438,246.5,1840,-0.21265575553797156,249.41071428571428
2024-11-05,246.14999389648438,247.25,245.5,246.35000610351562,1469,-0.08119025860596762,248.9142848423549
2024-11-06,247.6999969482422,248.9499969482422,246.64999389648438,247.0749969482422,2182,0.629698594430872,248.5749991280692
2024-11-07,247.64999389648438,248.4250030517578,247.0,247.8000030517578,2725,-0.020186940804955977,248.2357134137835
2024-11-08,245.4250030517578,246.8000030517578,244.5749969482422,246.64999389648438,1970,-0.8984417119172639,247.44642857142858
2024-11-11,246.14999389648438,246.3000030517578,244.47500610351562,245.60000610351562,1042,0.2954021944429508,246.6142839704241
2024-11-12,246.8249969482422,247.25,246.1999969482422,246.4499969482422,1690,0.27422428133054844,246.60714067731584
2024-11-13,246.47500610351562,247.125,246.22500610351562,246.89999389648438,1371,-0.14179716359925543,246.62499782017298
2024-11-14,247.625,248.0,246.77499389648438,246.9499969482422,2494,0.4665762726470568,246.83571297781808
2024-11-15,251.10000610351562,251.85000610351562,248.0500030517578,248.125,3232,1.4033341155035295,247.32142857142858
2024-11-18,251.8249969482422,251.9499969482422,250.5,250.875,1869,0.28872593672009117,247.91785757882255
2024-11-19,254.25,254.4499969482422,252.1750030517578,252.39999389648438,1970,0.9629715402145855,249.17857142857142
2024-11-20,254.8000030517578,254.9250030517578,253.77499389648438,254.25,971,0.2163237175055288,250.41428702218192
2024-11-21,255.125,255.3249969482422,254.6999969482422,254.77499389648438,6974,0.1275498211733339,251.6000017438616
2024-11-22,254.3000030517578,255.375,253.14999389648438,253.375,7003,-0.32336970043790325,252.71785845075334
2024-11-25,255.47500610351562,259.5249938964844,254.89999389648438,256.54998779296875,12127,0.46205388818600923,253.83928789411272
2024-11-26,258.1000061035156,259.3500061035156,255.35000610351562,255.625,7587,1.0274977736712154,254.83928789411272
2024-11-27,258.7749938964844,260.0,257.5249938964844,258.32501220703125,6398,0.261521804342002,255.83214460100447
2024-11-29,259.4750061035156,260.20001220703125,258.17498779296875,258.625,4823,0.2705099888095308,256.57857404436385
2024-12-02,256.8500061035156,261.20001220703125,255.5749969482422,259.57501220703125,10435,-1.011658132094917,256.87143162318637
2024-12-03,259.29998779296875,260.6000061035156,257.29998779296875,257.625,7934,0.9538569714752976,257.46785845075334
2024-12-04,256.95001220703125,259.95001220703125,256.625,259.2749938964844,6309,-0.9062767823243334,257.84643118722096
2024-12-05,254.9250030517578,257.9750061035156,254.5500030517578,257.5,7693,-0.7880945939172879,257.76785932268416
2024-12-06,255.8249969482422,256.75,255.375,255.89999389648438,9645,0.3530426147731136,257.44285801478793
2024-12-09,255.8000030517578,257.6499938964844,255.47500610351562,256.25,7840,-0.009769919586644082,257.01785932268416
2024-12-10,257.32501220703125,258.32501220703125,255.3249969482422,256.0,9156,0.596172453901378,256.7107173374721
2024-12-11,259.04998779296875,259.25,256.70001220703125,257.2250061035156,8160,0.6703489766279214,257.0250004359654
2024-12-12,258.3500061035156,260.7250061035156,258.1000061035156,259.75,7895,-0.270211049001301,256.88928876604353
2024-12-13,257.6499938964844,259.0249938964844,256.3500061035156,258.20001220703125,6166,-0.27095497986974193,256.98928615025113
2024-12-16,255.5500030517578,258.8999938964844,255.125,257.95001220703125,6996,-0.8150556547539711,257.07857186453685
2024-12-17,257.4750061035156,257.6499938964844,254.89999389648438,255.8000030517578,6475,0.7532784303539763,257.3142874581473
2024-12-18,257.0,258.3500061035156,256.04998779296875,257.3999938964844,4523,-0.18448629663286864,257.4857155936105
2024-12-19,254.47500610351562,256.32501220703125,253.8000030517578,256.25,7274,-0.9824878974647344,257.07857186453685
2024-12-20,255.60000610351562,256.125,253.89999389648438,254.5,4331,0.4420866383798794,256.5857173374721
2024-12-23,256.6000061035156,257.1499938964844,255.39999389648438,256.54998779296875,4915,0.3912362973868655,256.3357173374721
2024-12-24,255.85000610351562,257.79998779296875,255.75,256.9750061035156,2180,-0.2922837031022696,256.07857622419084
2024-12-26,259.29998779296875,259.92498779296875,256.1499938964844,256.1499938964844,5007,1.3484391663673767,256.6142883300781
2024-12-27,261.375,261.8500061035156,258.7749938964844,258.7749938964844,4275,0.8002361375689659,257.1714303152902
2024-12-30,261.625,262.20001220703125,259.8999938964844,260.7250061035156,2951,0.09564801530368428,257.8321446010045
2024-12-31,263.0249938964844,263.375,261.25,261.57501220703125,2451,0.5351147239309517,259.05357142857144
2025-01-02,266.4750061035156,267.1499938964844,263.0,263.2250061035156,3622,1.3116670609596204,260.60714285714283
2025-01-03,264.82501220703125,267.875,263.7250061035156,266.82501220703125,2973,-0.6191927417926069,261.78214372907365
2025-01-06,266.29998779296875,267.1000061035156,265.25,265.7749938964844,3494,0.5569623403941959,263.2749982561384
2025-01-07,268.3999938964844,269.3500061035156,266.0249938964844,267.07501220703125,3229,0.7885866315353596,264.5749991280692
2025-01-08,265.57501220703125,269.3500061035156,264.5249938964844,268.54998779296875,3650,-1.0525267338652222,265.1750008719308
2025-01-09,269.2250061035156,269.92498779296875,267.07501220703125,267.2749938964844,2220,1.374373991796718,266.2607160295759
2025-01-10,272.3500061035156,272.625,270.42498779296875,270.875,3796,1.1607391323815053,267.59286063058033
